"Well","Cy5IntDen","Cy5Median","Cy5XArea","AmpFluor","WTFluor","MUTFluor","ThermalCycler","Array","Master","RunDate","Resolution","Triton","Tween","RefMat","CellStain","FAMIntDen","FAMMedian","FAMXArea","Linked","CellCount","HEXIntDen","HEXMedian","HEXXArea"
562,107772,611,61.765,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1356935,5865,62.353,0,1,185993,352,62.353
563,74821,177,51.176,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",742215,1858,51.765,0,0,100186,107,51.765
564,107740,641,71.176,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1067881,5362,71.176,0,0,136953,932,71.176
565,128463,839,72.941,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1169035,8514,72.941,0,0,143357,967,71.176
566,72688,84,52.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",737994,2251,52.941,0,1,91812,86,52.941
567,83441,0,40,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",782592,0,41.176,0,0,92803,0,41.176
568,108644,725,71.176,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1085199,5675,72.353,0,0,145806,1046,72.353
569,115640,776,74.118,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1179948,7151,74.118,0,1,138664,743,74.118
570,112214,718,72.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1124017,7662,72.353,0,0,137667,905,72.353
571,139627,1052,71.176,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1367462,6559,73.529,0,0,165556,931,72.941
572,103640,648,69.412,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",955380,4453,70,0,0,126666,695,69.412
